id,text
518,"I placed a Grubhub order at 3:15 PM today that I received at 4:45 PM. Yes, you read that correctly. The estimated time for delivery was between 30-40..."
519,"I'm sorry but this establishment is disgusting. I thought when they renovated it the service would get better but I was so wrong, there is always a line and..."
520,Poor customer service. Not quite sure why the woman on the drive-through mic had an attitude while taking my order .. Food took a little on the longer side...
521,"This place is an absolute disgrace, and so are the pathetic unprofessional manager & workers. Ordered from UberEats, 90% of the order didn't come, called..."
522,"Ugh. Why me!? I love KFC, let's start there. But every time I come to this specific one, I am always massively disappointed. Today, I was met with cranky..."
523,I've been craving KFC for about two weeks now --I finally gave in. I walked in and was greeted by a woman staring awfully hard at me for some strange...
524,"Will not be going back. The guy who made my food just thru it in ghe bag, who does that especially in front of the customer. When I said something about..."
525,"1 order of popcorn chicken (XL? Came in a fry box.. see pathetic photo for visual) took 1 hour and 54 mins. Ordered with honey bbq sauce, nope. Nothing..."
526,"I'm literally in the restaurant gettin disrespected from the worker for absolutely no reason . I came in and asked the cashier if they had hot wings , sis..."
527,"Original 3 piece was disgusting. Soggy meat, I REPEAT SOGGY MEAT!!! It was disgusting. Chicken little looked like a tender was put in the bread. Not how..."
528,"We like to order from KFC every once in a while to satisfy that little craving for oily, crunchy, fried goodness. This KFC has been here for a long time and..."
529,After leaving the park ave location i thought I'd have better luck coming to the Bergen Street location! Well guess what!!! I was totally wrong! KFC these...
530,"It is fitting that this location is across the street from a major hospital, because after eating here you'll probably need one. The place is filthy and..."
531,THIS IS NOT BBQ CHICKENN!!! I need to get in contact with corporate! It was so hard & dry like it was old!
532,Some customer service training will help with your ratings. I came through the drive thru- ordered my food and paid. The women walked away ( I figured she...
533,"Missing items in my order (missing chicken and order of fries), I ordered through uber eats so it was impossible for me to go and complaint. The quality of..."
534,I wish I could give them 0 stars. The rachetness In this store is ridiculous! I was ordering my food and Chanel ( am employee from this store) was so nasty....
535,"Do you think they are edible? No, they're not. Yes, there's only one KFC in this area but don't go there. We've been there almost 20 years, had many..."
536,"I went to this KFC today and this will be my last time. I ordered an all white meat, 8 piece meal. I ordered 4 breasts and 4 wings. Before I left with my..."
537,Screw this KFC. I saw two men giving each other hand jobs in the restroom. Yuck! I think one of them worked there too. And I think the other one was a...
538,Uhhhhh. No. 4 chicken littles and 1 three piece biscuit and it's $43? Closer look at the receipt shows they overcharged me for 2 biscuits and they charged...
539,Ugh. The worst. Ordered a chicken sandwich meal & popcorn nuggets kids meal. I came home & they gave me a one piece drumstick for the kids meal. Super...
540,Food wasn't tasty at all. The picture looks way better then the actual food that was delivered. I will not order kfc again.
541,"Basically didn't get half of my order , and when I called the staff was really rude over the phone . Instead of asking me what's the issue she quickly..."
542,I don't understand this place. I've been here multiple time and every time I come here for some odd reason they do not like it when you order from the drive...
543,Worst Kfc ever. The old lady there should retire. I was talking to her about my order and she just started up two random conversations with two other people...
544,"Avoid at ALL costs. Went through the drive thru, yesterday 3/18/2020, right in the middle of the coronavirus pandemic. Why oh why did the two men working..."
545,"Ordered $134.50 worth of food, got about $30.00 worth. This location seems to enjoy straight up fraud. Be wary with ordering any reasonable amount of food,..."
546,"Asked for the meal for here had to repeat myself 3 times, got it to go, asked for a cup for water and they insisted they had to charge me for it."
547,I love Kentucky but this by far was the worst ever!!! It tasted like the chicken was dipped In pure SALT! No other seasoning. 32 bucks with delivery was so...
548,"This is your basic KFC. The problem is the staff. I think they are mentally slow, because they are physically slow. Everytime I come here I have to give up..."
549,Stay far far away. The cashier practically yelled at me for trying to order not one but three different items they had unavailable. As f it were my fault...
550,"KFC is so disgusting the table always dirty, the Services is lousy, this kFC so dirty. I found a hair in my chicken pieces and the cashier has an attitudes,..."
551,"Awful, the service wasn't very good and friendly. On top of that, we order and paid for what we thought we were gonna get, then we got something totally..."
552,"Went at 1030pm and pulled up to the drive through, someone with and attitude says we're closed.. says online they're open till 11."
553,Yuk! I ordered a $5 fill-up dark meat and was disappointed. It looked like it had been reheated from 2 days ago. I couldn't tell if it was original or...
554,Believe me when I say I dislike KFC chicken with passion. I don't understand how an international chain can make such bad chicken! I remember KFC being one...
555,KFC on Glenwood Avenue in Bloomfield has 0 air conditioning customers are standing outside because it's so hot it's ridiculous. It's hotter inside KFC than...
556,"KFC ain't like it use to be , this food is so fake that I always end up with a stomach ach no matter what I order from the menu."
557,"The service was utterly ridiculously slow, I ordered a number 5 for someone and had to wait like 30 minutes to get it and there was only one other customer..."
558,"Drive through guy during Covid and douchebag handing me food had mask on, but it's not covering mouth or nose! I should have refused food and drove..."
559,They're high AF at this KFC. Dont care about their jobs or the customers at all. They just keeping it real TBH
560,"For an ""Extra-Large"" serving of popcorn chicken, the serving size is very small. The box of popcorn chicken was full of fried batter, which they consider as..."
561,I wish I could give them a 0! They lost my order of almost $50. Pick up supposed to be at 6:37. 7pm order lost. Food subpar. Worst customer service....
562,"Along with other items, we ordered al la cart chicken. A breast, Drum stick and a wing. When I arrived home, I opened the box and discovered dark brown..."
563,"I haven't had KFC chicken in years because I think their food is too salty, but I do try them once in a while. So today, as I happened to drive by this KFC..."
564,"I don't normally visit this KFC, but I was stuck in this area longer than I planned due to traffic and couldn't wait to eat until I got home. I ordered food..."
565,Just got home after ordering chicken wings combo and mini corn dogs. Sad to say that this food is one of the worst food I have ever eaten. The corn dogs...
566,"Ordered 8 piece dark meat , got two wings , a breast , a thigh and legs. So dry old tasting. Disgusting. Biscuits were very good along with the 20 fake..."
567,My Husband and I went through the drive thru the night before last. 1st we ordered a bucket of chicken and asked for just thigh and legs and the lady said...
568,The lady there atiana the younger black lady I'm not sure she would not give me her name or let me see her tag but she did tell me that was her name so...
569,this place always be fucking up. first off the the racist ass old white guy who always be the drive thru cashier : he continues to talk to me and my...
570,I've always had a love affair with KFC from their roots. The wife having her secret recipe and a very successful restaurant herself. I know its s chain and...
571,The owner of this KFC should be ashamed. Clearly they're absentee as this KFC lowers the bar for fast food in so many ways. Where do I start? 1st...
572,Went through the drive through for convenience and got to witness some dude peeing on the side of the building right next to KFC. Not KFC's fault. Just had...
573,"I had stopped at this KFC at least 2 times. Once in and one through the drive thru. Walked in: There was a family in there - kids had no shoes, running..."
574,My wife has fond memories of KFC so we have tried our local store a few times. They just can't seem to get it right. Last straw after a long day of yard...
575,Every time I go through this KFC the person who is taking orders through the speakerphone is incredibly rude and has a very bad attitude almost every time....
576,"This Location always screws me, Don't order a bucket unless all you want is skinny small drumsticks and thighs even when it suppose to be the mixed dark and..."
577,They do not allow bikes in the drive through lane. Since their restaurant is closed due to Covid the only way you can buy food is if you order from a car....
578,Had my boyfriend drive 20 minutes to go get chicken cause it said ON THEIR WEBSITE that they're open. He gets there and they're closed. Let's learn how to...
579,"WHERE THE CHICKEN???? This review is not about the taste, how clean or friendly staff is...this is the downsizing of the chicken KFC has chosen to use. I..."
580,We ordered a plain cheese burger and paid for a plain cheese burger and then they gave us a papa burger with tomatoes and everything on it. We took it to...
581,***Good Chicken*** Bad Service! Cashier was nice but she had to get permission from manager for every request. The manager did not take care of the other...
582,Went in to order dinner and use restroom and the restrooms are closed to the public. This really sucks for truck drivers. So far this is the only restraint...
583,EFF this place! I'm furious!! I just got done puking my brains out from eating raw chicken! We were just served chicken that was raw inside. Ordered a...
